HGNC ID	Approved Symbol	Previous Symbols	Synonyms	Entrez Gene ID	RefSeq IDs	Gene Family Name
HGNC:20311	CHAMP1	C13orf8, ZNF828	CAMP, CHAMP	283489	NM_032436	Zinc fingers C2H2-type
HGNC:1912	CHAT			1103	NM_020549	
HGNC:23518	CHCHD1	C10orf34	FLJ25854	118487	NM_203298	Mitochondrial coiled-coil-helix-coiled-coil-helix domain containing proteins
HGNC:21645	CHCHD2	C7orf17		51142	NM_016139	Mitochondrial coiled-coil-helix-coiled-coil-helix domain containing proteins
HGNC:39585	CHCHD2P1			100874506		
HGNC:39586	CHCHD2P2			728324		
HGNC:39587	CHCHD2P3			100128110		
HGNC:39588	CHCHD2P4			100874507		
HGNC:39589	CHCHD2P5			100874508		
HGNC:39590	CHCHD2P6			645317		
HGNC:39591	CHCHD2P7			100874509		
HGNC:39592	CHCHD2P8			646630		
HGNC:23676	CHCHD2P9	C9orf49, CHCHD9		645345	NG_009939	
HGNC:39593	CHCHD2P10			392221		
HGNC:49029	CHCHD2P11			101060040		
HGNC:21906	CHCHD3		FLJ20420, MINOS3, PPP1R22, Mic19	54927	NM_017812	Mitochondrial coiled-coil-helix-coiled-coil-helix domain containing proteins|Protein phosphatase 1 regulatory subunits
HGNC:44697	CHCHD3P1			338591	NG_022161	
HGNC:44698	CHCHD3P2			100422354	NG_024109	
HGNC:44699	CHCHD3P3			646572	NG_030193	
HGNC:26467	CHCHD4		FLJ31709, TIMM40, MIA40	131474	NM_144636	Mitochondrial coiled-coil-helix-coiled-coil-helix domain containing proteins
HGNC:44489	CHCHD4P1			645862		
HGNC:44490	CHCHD4P2			100128657		
HGNC:44491	CHCHD4P3					
HGNC:44492	CHCHD4P4			728143		
HGNC:44493	CHCHD4P5					
HGNC:17840	CHCHD5	C2orf9	MGC11104, MIC14, MIX14	84269	NM_032309	Mitochondrial coiled-coil-helix-coiled-coil-helix domain containing proteins
HGNC:28184	CHCHD6		MGC13016, PPP1R23, CHCM1, Mic25	84303	NM_032343	Mitochondrial coiled-coil-helix-coiled-coil-helix domain containing proteins|Protein phosphatase 1 regulatory subunits
HGNC:28314	CHCHD7		MGC2217, COX23	79145	NM_024300	Mitochondrial coiled-coil-helix-coiled-coil-helix domain containing proteins
HGNC:15559	CHCHD10	C22orf16	N27C7-4	400916	NM_213720	Mitochondrial coiled-coil-helix-coiled-coil-helix domain containing proteins
HGNC:1915	CHD1			1105	NM_001270	
HGNC:1916	CHD1L		ALC1	9557	NM_004284	
HGNC:1917	CHD2		FLJ38614, DKFZp547I1315, DKFZp781D1727, DKFZp686E01200	1106	NM_001271	DNA helicases
HGNC:1918	CHD3		Mi-2a, ZFH, Mi2-ALPHA	1107	NM_001005273	NuRD complex|PHD finger proteins
HGNC:1919	CHD4		Mi-2b, Mi2-BETA	1108	NM_001273	NuRD complex|PHD finger proteins
HGNC:16816	CHD5			26038	NM_015557	NuRD complex|PHD finger proteins
HGNC:19057	CHD6		KIAA1335, FLJ22369, dJ620E11.1, CHD5, RIGB	84181		Myb/SANT domain containing
HGNC:20626	CHD7	CRG	KIAA1416, FLJ20357, FLJ20361	55636	XM_098762	Myb/SANT domain containing|DNA helicases
HGNC:20153	CHD8	HELSNF1	KIAA1564, DUPLIN	57680	NM_020920	
HGNC:25701	CHD9		FLJ12178, KIAA0308, BC022889	80205	NM_025134	
HGNC:24288	CHDH			55349	NM_018397	
HGNC:1920	CHDR~withdrawn					
HGNC:1921	CHE1~withdrawn					
HGNC:1922	CHE2~withdrawn					
HGNC:1923	CHED1~withdrawn					
HGNC:1924	CHED2~withdrawn					
HGNC:1925	CHEK1		CHK1	1111	NM_001274	
HGNC:16627	CHEK2	RAD53	CDS1, CHK2, HuCds1, PP1425, bA444G7	11200	NM_001005735	
HGNC:37999	CHEK2P1	CHEK2L1		100133012	NG_029074	
HGNC:43578	CHEK2P2			646096	NR_038836	
HGNC:43579	CHEK2P3			100873791		
HGNC:43580	CHEK2P4					
HGNC:43581	CHEK2P5					
HGNC:1926	CHEL1~withdrawn					
HGNC:1927	CHEL3~withdrawn					
HGNC:16930	CHERP		ERPROT213-21, DAN16	10523	NM_006387	G-patch domain containing|Spliceosomal A complex
HGNC:23778	CHES1L1~withdrawn					
HGNC:20455	CHFR		FLJ10796, RNF196	55743		Ring finger proteins
HGNC:1929	CHGA			1113	NM_001275	Granins
HGNC:1930	CHGB	SCG1	SgI	1114	NM_001819	Granins
HGNC:1931	CHH~withdrawn					
HGNC:1932	CHI3L1		GP39, YKL40	1116	NM_001276	Chitinases
HGNC:1933	CHI3L2		YKL-39, YKL39	1117	NM_004000	Chitinases
HGNC:17432	CHIA		AMCase, TSA1902, CHIT2	27159		Chitinases
HGNC:44462	CHIAP1			100420342		
HGNC:44463	CHIAP2			149620		
HGNC:44464	CHIAP3			100996315		
HGNC:1934	CHIC1		BRX	53344		
HGNC:1935	CHIC2		BTL	26511		
HGNC:28474	CHID1		MGC3234, FLJ42707	66005	NM_023947	Chitinases
HGNC:1936	CHIT1		CHIT, CHI3	1118	NM_003465	Chitinases
HGNC:1937	CHKA	CHK	CKI	1119	NM_001277	
HGNC:1938	CHKB	CHKL	CHETK	1120	NM_005198	
HGNC:40146	CHKB-AS1			100144603		
HGNC:41998	CHKB-CPT1B			386593	NR_027928.2	
HGNC:1939	CHL1		CALL, L1CAM2, FLJ44930, MGC132578	10752	NM_006614	I-set domain containing|Immunoglobulin like domain containing|Ig-like cell adhesion molecule family|Fibronectin type III domain containing
HGNC:40148	CHL1-AS1			101927193		
HGNC:40147	CHL1-AS2			101927174	NR_144486	
HGNC:1940	CHM	TCD, DXS540	REP-1	1121	NM_000390	
HGNC:1941	CHML		REP-2	1122	NM_001821	
HGNC:8740	CHMP1A	PRSM1, PCOLN3	KIAA0047, CHMP1, Vps46A	5119	NM_002768	Charged multivesicular body proteins|ESCRT-III associated factors
HGNC:39514	CHMP1AP1			646597	NG_007362	
HGNC:24287	CHMP1B		CHMP1.5, C18orf2, Vps46B	57132	NM_020412	Charged multivesicular body proteins|ESCRT-III associated factors
HGNC:52778	CHMP1B-AS1					
HGNC:49380	CHMP1B2P			101060146		
HGNC:30216	CHMP2A		BC-2, CHMP2, VPS2, VPS2A	27243	NM_014453	Charged multivesicular body proteins|ESCRT-III
HGNC:24537	CHMP2B		DKFZP564O123, CHMP2.5, VPS2B	25978	NM_014043	Charged multivesicular body proteins|ESCRT-III
HGNC:29865	CHMP3	VPS24	NEDF, CGI-149	51652	NM_016079	Charged multivesicular body proteins|ESCRT-III
HGNC:20274	CHMP4A	C14orf123	HSPC134, VPS32A	29082	NM_014169	Charged multivesicular body proteins|ESCRT-III
HGNC:16171	CHMP4B	C20orf178	dJ553F4.4, Shax1, SNF7-2, VPS32B	128866		Charged multivesicular body proteins|ESCRT-III
HGNC:43616	CHMP4BP1			100307126		
HGNC:30599	CHMP4C		MGC22825, Shax3, VPS32C	92421	NM_152284	Charged multivesicular body proteins|ESCRT-III
HGNC:26942	CHMP5	C9orf83, SNF7DC2	HSPC177, CGI-34, Vps60	51510	NM_016410	Charged multivesicular body proteins|ESCRT-III associated factors
HGNC:25675	CHMP6		FLJ11749, VPS20	79643	NM_024591	Charged multivesicular body proteins|ESCRT-III
HGNC:28439	CHMP7		MGC29816	91782	NM_152272	Charged multivesicular body proteins|ESCRT-III associated factors
HGNC:1942	CHN~withdrawn					
HGNC:1943	CHN1	CHN, DURS2	RhoGAP2, ARHGAP2, n-chimerin	1123	NM_001822	SH2 domain containing|Rho GTPase activating proteins
HGNC:1944	CHN2		ARHGAP3, RhoGAP3	1124	NM_004067	SH2 domain containing|Rho GTPase activating proteins
HGNC:17807	CHODL	C21orf68	FLJ12627, PRED12, MT75	140578	NM_024944	C-type lectin domain containing
HGNC:1279	CHODL-AS1	C21orf39, NCRNA00157		54075		
HGNC:14525	CHORDC1		CHP1, CHP-1	26973	NM_012124	
HGNC:20050	CHORDC2P			317775	NG_002473	
HGNC:17433	CHP1		Sid470p, CHP, SLC9A1BP, p22, p24	11261	NM_007236	EF-hand domain containing
HGNC:24927	CHP2			63928	NM_022097	EF-hand domain containing
HGNC:24291	CHPF		CSS2, CHSY2	79586	NM_024536	Beta 4-glycosyltransferases|Beta 3-glycosyltransferases
HGNC:29270	CHPF2		KIAA1402, ChSy-3, CSGlcA-T	54480	NM_019015	Beta 4-glycosyltransferases|Beta 3-glycosyltransferases
HGNC:17852	CHPT1		CPT1	56994	NM_020244	
HGNC:1945	CHR~withdrawn					
HGNC:1946	CHR39A~withdrawn					
HGNC:1947	CHR39B~withdrawn					
HGNC:1948	CHR39C~withdrawn					
HGNC:13544	CHRAC1		CHRAC15, YCL1	54108	NM_017444	
HGNC:1949	CHRD			8646	NM_003741	
HGNC:29861	CHRDL1	MGC1	NRLN1, CHL	91851	NM_145234	
HGNC:24168	CHRDL2		BNF1	25884		
HGNC:15781	CHRFAM7A		D-10, CHRNA7-DR1	89832	NM_148911	
HGNC:37766	CHRFAM7AP1			359999	NG_004755	
HGNC:23937	CHRFAM7AP2			359998	NG_002919	
HGNC:1950	CHRM1			1128	NM_000738	Cholinergic receptors muscarinic
HGNC:1951	CHRM2			1129		Cholinergic receptors muscarinic
HGNC:1952	CHRM3			1131	NM_000740	Cholinergic receptors muscarinic
HGNC:40150	CHRM3-AS1					
HGNC:43725	CHRM3-AS2			100506915		
HGNC:1953	CHRM4			1132	NM_000741	Cholinergic receptors muscarinic
HGNC:1954	CHRM5			1133		Cholinergic receptors muscarinic
HGNC:1955	CHRNA1	CHRNA		1134		Cholinergic receptors nicotinic subunits
HGNC:1956	CHRNA2			1135		Cholinergic receptors nicotinic subunits
HGNC:1957	CHRNA3			1136		Cholinergic receptors nicotinic subunits
HGNC:1958	CHRNA4	EBN, EBN1	BFNC	1137		Cholinergic receptors nicotinic subunits
HGNC:1959	CHRNA5			1138		Cholinergic receptors nicotinic subunits
HGNC:15963	CHRNA6			8973		Cholinergic receptors nicotinic subunits
HGNC:1960	CHRNA7			1139		Cholinergic receptors nicotinic subunits
HGNC:14079	CHRNA9		NACHRA9	55584		Cholinergic receptors nicotinic subunits
HGNC:13800	CHRNA10			57053		Cholinergic receptors nicotinic subunits
HGNC:1961	CHRNB1	CHRNB		1140		Cholinergic receptors nicotinic subunits
HGNC:1962	CHRNB2			1141	NM_000748	Cholinergic receptors nicotinic subunits
HGNC:1963	CHRNB3			1142		Cholinergic receptors nicotinic subunits
HGNC:1964	CHRNB4			1143		Cholinergic receptors nicotinic subunits
HGNC:1965	CHRND	ACHRD		1144		Cholinergic receptors nicotinic subunits
HGNC:1966	CHRNE		ACHRE	1145		Cholinergic receptors nicotinic subunits
HGNC:1967	CHRNG	ACHRG		1146	NM_005199	Cholinergic receptors nicotinic subunits
HGNC:6739	CHS1~withdrawn					
HGNC:1969	CHST1		C6ST, KSGal6ST	8534	NM_003654	Sulfotransferases, membrane bound
HGNC:1970	CHST2		C6ST	9435	NM_004267	Sulfotransferases, membrane bound
HGNC:1971	CHST3		C6ST, C6ST1	9469	NM_004273	Sulfotransferases, membrane bound
HGNC:1972	CHST4		HEC-GLCNAC-6-ST, LSST	10164	NM_005769	Sulfotransferases, membrane bound
HGNC:1973	CHST5		I-GLCNAC-6-ST, FLJ22167	23563	NM_012126	Sulfotransferases, membrane bound
HGNC:6938	CHST6	MCDC1		4166	NM_021615	Sulfotransferases, membrane bound
HGNC:13817	CHST7		C6ST-2, C6ST2	56548	NM_019886	Sulfotransferases, membrane bound
HGNC:15993	CHST8		GALNAC-4-ST1	64377	NM_022467	Sulfotransferases, membrane bound
HGNC:19898	CHST9		GALNAC4ST-2, GALNAC-4-ST2	83539	NM_031422	Sulfotransferases, membrane bound
HGNC:19650	CHST10		HNK-1ST	9486	NM_004854	Sulfotransferases, membrane bound
HGNC:17422	CHST11		C4ST1, C4St-1, C4ST, HSA269537	50515	NM_018413	Sulfotransferases, membrane bound
HGNC:17423	CHST12		C4S-2, C4ST2	55501	NM_018641	Sulfotransferases, membrane bound
HGNC:21755	CHST13		C4ST3	166012	NM_152889	Sulfotransferases, membrane bound
HGNC:24464	CHST14	D4ST1	HD4ST, D4ST-1	113189	NM_130468	Sulfotransferases, membrane bound
HGNC:18137	CHST15		GALNAC4S-6ST, BRAG, KIAA0598	51363	NM_015892	Sulfotransferases, membrane bound
HGNC:17198	CHSY1		KIAA0990, CSS1	22856	NM_014918	Beta 4-glycosyltransferases|Beta 3-glycosyltransferases
HGNC:24293	CHSY3		CSS3, CHSY-2	337876	NM_175856	Beta 4-glycosyltransferases|Beta 3-glycosyltransferases
HGNC:24353	CHTF8		FLJ20400, CTF8, DERPC	54921	NM_017804	
HGNC:35443	CHTF8P1	CHTF8P		677883		
HGNC:18435	CHTF18	C16orf41	CHL12, C321D2.4, Ctf18	63922	NM_022092	AAA ATPases
HGNC:24511	CHTOP	C1orf77	DKFZP547E1010, SRAG, FOP	26097	NM_015607	
HGNC:1974	CHUK	TCF16	IKK1, IKK-alpha, IkBKA, NFKBIKA, IKKA	1147	NM_001278	
HGNC:20099	CHURC1	C14orf52	My015, FLJ33064	91612	NM_145165	
HGNC:42960	CHURC1-FNTB			100529261		
HGNC:14280	CIAO1	WDR39	CIA1	9391	NM_004804	WD repeat domain containing|Cytosolic iron-sulfur assembly components
HGNC:28050	CIAPIN1		Anamorsin	57019	NM_020313	Seven-beta-strand methyltransferase motif containing
HGNC:31087	CIAPIN1P		HsT2384	728599		
HGNC:25200	CIART	C1orf51	BC017397	148523	NM_144697	
HGNC:16920	CIB1		SIP2-28, CIB, KIP	10519		EF-hand domain containing
HGNC:24579	CIB2	DFNB48, USH1J	KIP2	10518	NM_006383	Deafness associated genes|EF-hand domain containing
HGNC:24580	CIB3		KIP3	117286	NM_054113	EF-hand domain containing
HGNC:33703	CIB4			130106		EF-hand domain containing
HGNC:14214	CIC		KIAA0306	23152		
HGNC:23936	CICP1			360017	NG_002935	
HGNC:23935	CICP2			360016	NG_002934	
HGNC:37742	CICP3			100132630		
HGNC:37753	CICP4			100132920		
HGNC:37754	CICP5			730978		
HGNC:37755	CICP6			100507251	NG_028737	
HGNC:37756	CICP7			100288667	NG_028822	
HGNC:37757	CICP8			442676		
HGNC:37758	CICP9			100420293	NG_025428	
HGNC:37901	CICP10			100462787	NG_021554	
HGNC:37903	CICP11			100288904		
HGNC:37905	CICP12			100420224	NG_022557	
HGNC:37907	CICP13			728615		
HGNC:38542	CICP14			100130600		
HGNC:38549	CICP15			100507648		
HGNC:38550	CICP16			100420203	NG_022032	
HGNC:48827	CICP17			642663		
HGNC:48828	CICP18			646070		
HGNC:48829	CICP19			100506706	NG_028701	
HGNC:48830	CICP20			100129050		
HGNC:48836	CICP21			100420263		
HGNC:48838	CICP22			100288083		
HGNC:48833	CICP23			100505953		
HGNC:48831	CICP24			107986730		
HGNC:48837	CICP25			100289383		
HGNC:48834	CICP26			648262		
HGNC:48835	CICP27			100420257		
HGNC:48832	CICP28			100287136		
HGNC:1976	CIDEA		CIDE-A	1149	NM_001279	
HGNC:1977	CIDEB			27141		
HGNC:24229	CIDEC		CIDE-3, FLJ20871, Fsp27	63924	NM_022094	
HGNC:24230	CIDECP		CICE	152302		
HGNC:1978	CIDX~withdrawn					
HGNC:7067	CIITA	MHC2TA	C2TA, NLRA	4261	NM_000246	NLR family
HGNC:1979	CILD2~withdrawn					
HGNC:1980	CILP		HsT18872	8483	NM_003613	Immunoglobulin like domain containing
HGNC:24213	CILP2		MGC45771	148113	NM_153221	Immunoglobulin like domain containing
HGNC:23789	CINP		MGC849	51550	NM_032630	
HGNC:29302	CIP2A	KIAA1524		57650	NM_020890	
HGNC:20365	CIPC	KIAA1737		85457	NM_033426	
HGNC:1981	CIPO~withdrawn					
HGNC:24217	CIR1		CIR	9541	NM_004882	
HGNC:44011	CIR1P1			100131740		
HGNC:44012	CIR1P2			100131828		
HGNC:44013	CIR1P3					
HGNC:1982	CIRBP		CIRP	1153	NM_001280	RNA binding motif containing
HGNC:28588	CIRBP-AS1	C19orf23	MGC39338	148046	NR_027271	
HGNC:30880	CISD1	C10orf70, ZCD1	MDS029, mitoNEET	55847	NM_018464	CDGSH iron sulfur domain containing
HGNC:29611	CISD1P1	ZCD1B, CISD1B		130500	NG_005172	
HGNC:24212	CISD2	ZCD2, WFS2	Miner1, ERIS, NAF-1	493856	NM_001008388	CDGSH iron sulfur domain containing
HGNC:27578	CISD3		Miner2	284106		CDGSH iron sulfur domain containing
HGNC:1984	CISH		CIS, G18, CIS-1, SOCS	1154	NM_145071	Suppressors of cytokine signaling|SH2 domain containing
HGNC:49426	CISTR		CISTR-ACT, CISTRACT, re52431	102216268	NR_104332	Long non-coding RNAs
HGNC:1985	CIT		KIAA0949, STK21, CRIK, CITK	11113	NM_007174	
HGNC:1986	CITED1	MSG1		4435	NM_004143	
HGNC:1987	CITED2		MRG1	10370		
HGNC:18696	CITED4			163732	NM_133467	
HGNC:16744	CIZ1		LSFR1, ZNF356	25792	NM_012127	
HGNC:1988	CJD~withdrawn					
HGNC:1990	CKAP2		LB1, FLJ10749, se20-10, TMAP	26586		
HGNC:26877	CKAP2L		FLJ40629, radmis	150468	NM_152515	
HGNC:49923	CKAP2P1			100420763		
HGNC:16991	CKAP4		P63, CLIMP-63, ERGIC-63	10970		
HGNC:28959	CKAP5		ch-TOG, KIAA0097, TOG, TOGp	9793	NM_014756	
HGNC:1991	CKB	CKBB		1152		
HGNC:1992	CKBE			1156		
HGNC:1993	CKBP1			1157	NG_001535	
HGNC:13253	CKLF	CKLF1	UCK-1, CKLF3, CKLF4, HSPC224, C32	51192	NM_016326	
HGNC:39977	CKLF-CMTM1			100529251		
HGNC:1994	CKM	CKMM		1158		
HGNC:31736	CKMT1A	CKMT1		548596		
HGNC:1995	CKMT1B	CKMT, CKMT1	UMTCK	1159	NM_020990	
HGNC:1996	CKMT2		SMTCK	1160	NM_001825	
HGNC:48997	CKMT2-AS1			100131067	NR_034121	
HGNC:1997	CKN1~withdrawn					
HGNC:1998	CKN2~withdrawn					
HGNC:19083	CKS1B		ckshs1, CKS1	1163	NM_001826	
HGNC:20004	CKS1BP1	CKS1BP		317780	NG_002475	
HGNC:24232	CKS1BP2		bA192N10.2	246714	NG_001578	
HGNC:24233	CKS1BP3			246715	NG_001579	
HGNC:17395	CKS1BP4			100499259		
HGNC:17640	CKS1BP5			100526793	NG_027929	
HGNC:24608	CKS1BP6			652904		
HGNC:1999	CKS1BP7	CKS1, CKS1A		137529	NG_001577	
HGNC:2000	CKS2			1164	NM_001827	
HGNC:2004	CLA3	CPD1				
HGNC:20394	CLAM		PCH3			
HGNC:2005	CLAPA1~withdrawn					
HGNC:2006	CLAPA2~withdrawn					
HGNC:2007	CLAPB1~withdrawn					
HGNC:2008	CLAPB2~withdrawn					
HGNC:2009	CLAPG1~withdrawn					
HGNC:2010	CLAPM1~withdrawn					
HGNC:2011	CLAPS1~withdrawn					
HGNC:2012	CLAPS2~withdrawn					
HGNC:17088	CLASP1		KIAA0622, MAST1	23332	NM_015282	
HGNC:17078	CLASP2		KIAA0627	23122	NM_001207044	
HGNC:17731	CLASRP	SFRS16	SWAP2, CLASP	11129	NM_007056	
HGNC:20126	CLBA1	C14orf79		122616	NM_174891	
HGNC:2014	CLC		LGALS10, MGC149659, Gal-10	1178	NM_001828	Galectins
HGNC:2015	CLCA1		CaCC, CLCRG1	1179	NM_001285	Chloride channel accessory
HGNC:2016	CLCA2		CLCRG2	9635	NM_006536	Chloride channel accessory
HGNC:2017	CLCA3P	CLCA3		9629	NM_004921	Chloride channel accessory
HGNC:2018	CLCA4		CaCC2	22802	NM_012128	Chloride channel accessory
HGNC:29675	CLCC1		MCLC	23155	NM_015127	Tetraspan junctional complex superfamily
HGNC:17412	CLCF1		NNT1, BSF3, CLC, NR6, CISS2, BSF-3, NNT-1	23529	NM_013246	Interleukin 6 cytokine family
HGNC:2019	CLCN1		CLC1, ClC-1	1180	NM_000083	Chloride voltage-gated channels
HGNC:2020	CLCN2		CLC2, EJM6, ClC-2	1181		Chloride voltage-gated channels
HGNC:2021	CLCN3		CLC3, ClC-3	1182		Chloride voltage-gated channels
HGNC:49775	CLCN3P1			100419056	NG_023786	
HGNC:2022	CLCN4		CLC4, ClC-4	1183		Chloride voltage-gated channels
HGNC:2023	CLCN5	NPHL2, NPHL1	DENTS, XLRH, hClC-K2, hCIC-K2, CLC5, XRN, ClC-5	1184		Chloride voltage-gated channels
HGNC:2024	CLCN6		CLC-6, KIAA0046, ClC-6	1185	NM_001286	Chloride voltage-gated channels
HGNC:2025	CLCN7		CLC-7, OPTA2, CLC7, ClC-7, PPP1R63	1186	NM_001287	Protein phosphatase 1 regulatory subunits|Chloride voltage-gated channels
HGNC:2026	CLCNKA		hClC-Ka	1187		Chloride voltage-gated channels
HGNC:2027	CLCNKB		hClC-Kb	1188	NM_000085	Chloride voltage-gated channels
HGNC:2028	CLCNL1~withdrawn					
HGNC:2029	CLCNL2~withdrawn					
HGNC:19257	CLCP1			266626	NG_002369	
HGNC:42536	CLCP2		LGALS10P1	100128145	NG_011415	
HGNC:2030	CLCS~withdrawn					
HGNC:2031	CLD~withdrawn					
HGNC:2032	CLDN1		SEMP1, ILVASC	9076	NM_021101	Claudins
HGNC:2041	CLDN2			9075		Claudins
HGNC:2045	CLDN3	C7orf1, CPETR2	RVP1, CPE-R2, HRVP1	1365	NM_001306	Claudins
HGNC:2046	CLDN4	CPETR, CPETR1	CPE-R, WBSCR8, hCPE-R	1364	NM_001305	Claudins
HGNC:2047	CLDN5	AWAL, TMVCF	CPETRL1, BEC1	7122	NM_003277	Claudins
HGNC:2048	CLDN6			9074	NM_021195	Claudins
HGNC:2049	CLDN7	CEPTRL2, CPETRL2	Hs.84359	1366	NM_001307	Claudins
HGNC:2050	CLDN8			9073	NM_199328	Claudins
HGNC:2051	CLDN9			9080	NM_020982	Claudins
HGNC:2033	CLDN10		OSP-L, CPETRL3	9071	NM_006984	Claudins
HGNC:39907	CLDN10-AS1					
HGNC:8514	CLDN11	OTM	OSP	5010	NM_005602	Claudins
HGNC:29648	CLDN11CL~withdrawn					
HGNC:2034	CLDN12			9069	NM_012129	Claudins
HGNC:2035	CLDN14	DFNB29		23562	NM_144492	Deafness associated genes|Claudins
HGNC:2036	CLDN15			24146	NM_014343	Claudins
HGNC:2037	CLDN16		PCLN1, HOMG3	10686	NM_006580	Claudins
HGNC:2038	CLDN17		MGC126552, MGC126554	26285	NM_012131	Claudins
HGNC:2039	CLDN18	SFTPJ		51208	NM_001002026	Claudins
HGNC:2040	CLDN19			149461	NM_148960	Claudins
HGNC:2042	CLDN20			49861	NM_001001346	Claudins
HGNC:2043	CLDN21~withdrawn					
HGNC:2044	CLDN22		CLDN21	53842		Claudins
HGNC:17591	CLDN23		CLDNL	137075	NM_194284	Claudins
HGNC:37200	CLDN24	CLDN21		100132463	XM_001714660	Claudins
HGNC:37218	CLDN25			644672	NM_001101389	Claudins
HGNC:51259	CLDN34			100288814		
HGNC:1322	CLDND1	C3orf4	Z38	56650	NM_019895	
HGNC:28511	CLDND2		MGC33839	125875	NM_152353	
HGNC:24355	CLEC1A		CLEC1, MGC34328	51267	NM_016511	C-type lectin domain containing
HGNC:24356	CLEC1B		CLEC2	51266	NM_016509	C-type lectin domain containing
HGNC:24191	CLEC2A		UNQ5792, INPE5792, KACL, PILAR	387836	NM_207375	C-type lectin domain containing
HGNC:2053	CLEC2B	CLECSF2	AICL, HP10085	9976	NM_005127	C-type lectin domain containing
HGNC:14351	CLEC2D		LLT1, CLAX, OCIL	29121	NM_013269	C-type lectin domain containing
HGNC:21969	CLEC2L		FLJ32986	154790	NM_001080511	C-type lectin domain containing
HGNC:2052	CLEC3A	CLECSF1		10143	NM_005752	C-type lectin domain containing
HGNC:11891	CLEC3B	TNA	TN	7123	NM_003278	C-type lectin domain containing
HGNC:13257	CLEC4A	CLECSF6	DCIR, DDB27, CD367	50856	NM_194450	CD molecules|C-type lectin domain containing
HGNC:13258	CLEC4C	CLECSF11, CLECSF7	HECL, DLEC, BDCA2, CD303	170482	NM_203503	CD molecules|C-type lectin domain containing
HGNC:14554	CLEC4D	CLECSF8	Mpcl, CD368, MCL, Dectin-3	338339	NM_080387	CD molecules|C-type lectin domain containing
HGNC:14555	CLEC4E	CLECSF9	mincle	26253	NM_014358	C-type lectin domain containing
HGNC:25357	CLEC4F	CLECSF13	FLJ39110, KCLR	165530	NM_173535	C-type lectin domain containing
HGNC:24591	CLEC4G		UNQ431, LSECtin	339390	NM_198492	C-type lectin domain containing
HGNC:33502	CLEC4GP1			440508	NR_002931	
HGNC:13523	CLEC4M	CD209L, CD299	HP10347, DC-SIGNR, LSIGN, DCSIGNR, DC-SIGN2	10332	NM_014257	CD molecules
HGNC:2054	CLEC5A	CLECSF5	MDL-1	23601	NM_013252	C-type lectin domain containing
HGNC:14556	CLEC6A	CLECSF10	dectin-2	93978	NM_001007033	C-type lectin domain containing
HGNC:14558	CLEC7A	CLECSF12	dectin-1, hDectin-1, CD369, SCARE2	64581	NM_197954	Scavenger receptors|CD molecules|C-type lectin domain containing
HGNC:26705	CLEC9A		UNQ9341, HEEE9341, CD370, DNGR-1	283420	NM_207345	CD molecules|C-type lectin domain containing
HGNC:16916	CLEC10A	CLECSF13, CLECSF14	HML2, HML, CD301	10462	NM_006344	CD molecules|C-type lectin domain containing
HGNC:10576	CLEC11A	SCGF	P47, LSLCL, CLECSF3	6320	NM_002975	C-type lectin domain containing
HGNC:31713	CLEC12A		CLL-1, MICL, CD371, DCAL-2	160364	NM_138337	CD molecules|C-type lectin domain containing
HGNC:53407	CLEC12A-AS1			400002		
HGNC:31966	CLEC12B			387837	NM_205852	C-type lectin domain containing
HGNC:19832	CLEC14A	C14orf27		161198	NM_175060	C-type lectin domain containing
HGNC:29013	CLEC16A	KIAA0350	Gop-1	23274	NM_015226	C-type lectin domain containing
HGNC:34520	CLEC17A		FLJ45910	388512	NM_207390	C-type lectin domain containing
HGNC:30388	CLEC18A	MRCL		348174	NM_182619	CAP and C-type lectin domain containing|C-type lectin domain containing
HGNC:33849	CLEC18B	MRCL2		497190	NM_001011880	CAP and C-type lectin domain containing|C-type lectin domain containing
HGNC:28538	CLEC18C	MRCL3	MGC34761	283971	NM_173619	CAP and C-type lectin domain containing|C-type lectin domain containing
HGNC:34522	CLEC19A			728276	NM_00125672	C-type lectin domain containing
HGNC:34521	CLEC20A	NCRNA00083, LINC00083	FLJ44005, RP4-593C16.2	400797		C-type lectin domain containing
HGNC:24462	CLECL1		DCAL1	160365	NM_172004	
HGNC:14557	CLECSF11~withdrawn					
HGNC:2055	CLG~withdrawn					
HGNC:2056	CLG1~withdrawn					
HGNC:2057	CLG4A~withdrawn					
HGNC:2058	CLG4B~withdrawn					
HGNC:2059	CLGI~withdrawn					
HGNC:2060	CLGN			1047	NM_004362	
HGNC:26453	CLHC1	C2orf63	FLJ31438	130162	NM_152385	
HGNC:2061	CLI~withdrawn					
HGNC:2062	CLIC1		NCC27, p64CLCP, G6	1192	NM_001288	Chloride intracellular channels
HGNC:2066	CLIC1L~withdrawn					
HGNC:32691	CLIC1P1			390363		
HGNC:2063	CLIC2		XAP121	1193	NM_001289	Chloride intracellular channels
HGNC:2064	CLIC3			9022	NM_004669	Chloride intracellular channels
HGNC:13518	CLIC4		DKFZP566G223, CLIC4L, P64H1, H1, huH1, p64H1	25932	NM_013943	Chloride intracellular channels
HGNC:49797	CLIC4P1			646609	NG_021641	
HGNC:49798	CLIC4P2			100130584	NG_021738	
HGNC:49799	CLIC4P3			442447	NG_022657	
HGNC:13517	CLIC5		DFNB102	53405		Chloride intracellular channels|Deafness associated genes
